time,mag,place
2022-03-31T03:04:06.529Z,1.50,"19 km NNE of Point Possession, Alaska"
2022-03-31T02:55:43.680Z,1.93,"16 km SSE of Sunnyside, Utah"
2022-03-31T02:51:00.720Z,1.12,"24km ESE of Little Lake, CA"
2022-03-31T02:50:46.750Z,0.37,"9km WNW of Cobb, CA"
2022-03-31T02:50:16.863Z,4.60,"250 km E of Tadine, New Caledonia"
2022-03-31T02:44:22.180Z,0.85,"7km W of Cobb, CA"
2022-03-31T02:41:22.530Z,1.06,"1km SSW of Round Valley, CA"
2022-03-31T02:40:07.470Z,0.86,"13km NW of The Geysers, CA"
2022-03-31T02:39:59.840Z,2.65,"5 km ENE of Union City, Oklahoma"
2022-03-31T02:34:58.300Z,1.80,"6 km E of Pāhala, Hawaii"
2022-03-31T02:34:42.719Z,4.50,Banda Sea
2022-03-31T02:31:02.388Z,1.10,"10 km SSE of Susitna North, Alaska"
2022-03-31T02:21:54.266Z,4.60,"209 km NE of Neiafu, Tonga"
2022-03-31T02:19:54.540Z,2.05,"4 km SE of Pāhala, Hawaii"
2022-03-31T02:13:04.560Z,1.93,"4 km NE of Pāhala, Hawaii"
2022-03-31T02:12:50.020Z,1.61,"1km SSW of Round Valley, CA"
2022-03-31T02:07:46.286Z,2.20,"75 km NW of Elfin Cove, Alaska"
2022-03-31T02:05:26.760Z,3.93,"1km SW of Round Valley, CA"
2022-03-31T02:04:21.823Z,1.60,"44 km E of Denali National Park, Alaska"
2022-03-31T02:03:24.680Z,0.25,"5km W of Cobb, CA"
2022-03-31T02:02:50.510Z,1.56,"6 km NNW of Ridgely, Tennessee"
2022-03-31T02:00:52.849Z,4.20,"63 km W of Cartagena, Chile"
2022-03-31T02:00:35.510Z,2.76,"9 km NNE of Quebradillas, Puerto Rico"
2022-03-31T01:51:54.050Z,0.94,"1km NNE of The Geysers, CA"
2022-03-31T01:48:49.636Z,4.60,"78 km W of Cabra, Philippines"
2022-03-31T01:45:56.220Z,1.49,"21km ESE of Little Lake, CA"
2022-03-31T01:34:15.781Z,4.50,"253 km ESE of Tadine, New Caledonia"
2022-03-31T01:34:09.349Z,1.20,"65 km NE of Port Alsworth, Alaska"
2022-03-31T01:22:52.676Z,1.90,"61 km ESE of Denali Park, Alaska"
2022-03-31T01:18:26.345Z,4.00,"58 km ENE of Falam, Myanmar"
2022-03-31T01:08:16.676Z,1.20,"24 km SSW of Hawthorne, Nevada"
2022-03-31T01:05:18.617Z,1.40,"71 km ENE of Adak, Alaska"
2022-03-31T00:59:36.350Z,1.57,"7km S of Muir Beach, CA"
2022-03-31T00:57:06.004Z,3.50,Argentina-Paraguay border region
2022-03-31T00:55:47.464Z,2.10,"84 km E of Cantwell, Alaska"
2022-03-31T00:44:14.380Z,1.38,"22km ESE of Little Lake, CA"
2022-03-31T00:41:07.110Z,2.36,"9 km ENE of Pāhala, Hawaii"
2022-03-31T00:28:50.783Z,4.70,"265 km ESE of Tadine, New Caledonia"
2022-03-31T00:23:07.257Z,4.70,"254 km ESE of Tadine, New Caledonia"
2022-03-31T00:11:48.628Z,5.10,"38 km W of Caleta de Carquín, Peru"
2022-03-31T00:10:57.336Z,1.80,"7 km WNW of Point Possession, Alaska"
2022-03-31T00:07:21.168Z,1.10,"53 km ENE of Beatty, Nevada"
2022-03-31T00:06:05.973Z,0.40,Nevada
2022-03-30T23:54:32.270Z,5.10,"261 km ESE of Tadine, New Caledonia"
2022-03-30T23:45:42.763Z,1.50,"14 km ENE of Susitna North, Alaska"
2022-03-30T23:40:45.084Z,1.40,"19 km NNW of Chase, Alaska"
2022-03-30T23:40:35.894Z,4.20,"144 km WNW of Naha, Japan"
2022-03-30T23:34:32.680Z,0.36,"2km NNW of The Geysers, CA"
2022-03-30T23:34:23.840Z,1.10,"5km SE of Loma Linda, CA"
2022-03-30T23:32:59.020Z,0.16,"4km NNW of The Geysers, CA"
2022-03-30T23:27:02.905Z,0.20,"53 km ENE of Beatty, Nevada"
2022-03-30T23:25:47.800Z,-0.30,"81 km W of Adak, Alaska"
2022-03-30T23:24:47.773Z,1.10,"35 km NW of Silver Peak, Nevada"
2022-03-30T23:17:08.918Z,5.00,"73 km W of Vallenar, Chile"
2022-03-30T23:15:54.178Z,2.60,"55 km S of Whites City, New Mexico"
2022-03-30T23:15:13.090Z,-0.03,"3km SW of Anderson Springs, CA"
2022-03-30T23:13:32.260Z,0.02,"9km WNW of Cobb, CA"
2022-03-30T22:58:55.750Z,1.97,"10 km E of Pāhala, Hawaii"
2022-03-30T22:57:13.664Z,1.40,"35 km NW of Silver Peak, Nevada"
2022-03-30T22:51:36.960Z,0.35,"3km NNW of The Geysers, CA"
2022-03-30T22:46:54.850Z,1.51,"3 km SSE of Lajas, Puerto Rico"
2022-03-30T22:36:23.950Z,0.85,"7km W of Cobb, CA"
2022-03-30T22:28:29.940Z,1.80,"16km N of Olancha, CA"
2022-03-30T22:28:10.192Z,4.50,"263 km ESE of Tadine, New Caledonia"
2022-03-30T22:27:38.864Z,1.90,"25 km SW of Cantwell, Alaska"
2022-03-30T22:23:11.930Z,0.80,"10km WNW of The Geysers, CA"
2022-03-30T22:22:50.700Z,0.35,"6km NW of The Geysers, CA"
2022-03-30T22:06:10.990Z,1.80,"5 km ENE of Union City, Oklahoma"
2022-03-30T21:54:04.873Z,2.30,"23 km WSW of Karluk, Alaska"
2022-03-30T21:40:33.030Z,2.10,"16 km SSE of Guánica, Puerto Rico"
2022-03-30T21:39:24.390Z,0.64,"27 km NNW of Pāhala, Hawaii"
2022-03-30T21:33:55.208Z,1.70,"50 km NE of Whittier, Alaska"
2022-03-30T21:33:10.031Z,2.30,"57 km SSW of Whites City, New Mexico"
2022-03-30T21:32:10.540Z,0.46,"33 km S of Mammoth, Wyoming"
2022-03-30T21:31:23.632Z,2.30,"32 km ENE of Lake Minchumina, Alaska"
2022-03-30T21:28:44.350Z,2.32,"15 km SSE of Guánica, Puerto Rico"
2022-03-30T21:26:48.910Z,1.40,"35 km NW of Silver Peak, Nevada"
2022-03-30T21:24:32.270Z,0.89,"16km SSE of Ocotillo Wells, CA"
2022-03-30T21:21:16.437Z,2.00,"21 km NNE of Petersville, Alaska"
2022-03-30T21:10:56.480Z,1.69,"23 km S of Princeton, Canada"
2022-03-30T21:10:03.410Z,1.52,"15 km SSE of Sunnyside, Utah"
2022-03-30T21:05:17.191Z,2.60,"4 km NE of Sutcliffe, Nevada"
2022-03-30T20:56:58.151Z,6.90,"286 km ESE of Tadine, New Caledonia"
2022-03-30T20:55:09.170Z,1.82,"12km ENE of Ridgecrest, CA"
2022-03-30T20:55:05.750Z,1.80,"5 km S of Pāhala, Hawaii"
2022-03-30T20:52:17.670Z,1.19,"6km S of Calistoga, CA"
2022-03-30T20:51:43.170Z,1.11,"1km ENE of The Geysers, CA"
2022-03-30T20:50:32.565Z,1.60,"29 km SSE of Mina, Nevada"
2022-03-30T20:49:49.859Z,1.30,"52 km WNW of Ninilchik, Alaska"
2022-03-30T20:30:35.642Z,1.70,"38 km NW of Silver Peak, Nevada"
2022-03-30T20:26:40.080Z,0.46,"2km NW of The Geysers, CA"
2022-03-30T20:02:52.803Z,1.40,"4 km NNE of Sutcliffe, Nevada"
2022-03-30T20:01:44.800Z,1.48,"2km ENE of Aromas, CA"
2022-03-30T19:59:17.795Z,1.40,"143 km W of Anaktuvuk Pass, Alaska"
2022-03-30T19:58:19.390Z,2.00,"9 km S of Indios, Puerto Rico"
2022-03-30T19:50:10.752Z,1.50,"41 km WNW of Valdez, Alaska"
2022-03-30T19:49:14.440Z,1.85,"2 km E of Yauco, Puerto Rico"
2022-03-30T19:47:55.931Z,1.40,"60 km W of Cantwell, Alaska"
2022-03-30T19:39:10.590Z,1.08,"11km S of Olancha, CA"
2022-03-30T19:38:55.640Z,0.12,"22km ESE of Little Lake, CA"
2022-03-30T19:38:07.650Z,1.10,"12 km ESE of Enumclaw, Washington"
2022-03-30T19:35:17.432Z,1.50,"76 km WNW of Petersville, Alaska"
2022-03-30T19:32:14.610Z,1.60,"77 km WNW of Petersville, Alaska"
2022-03-30T19:18:36.306Z,2.60,"51 km SSW of Whites City, New Mexico"
2022-03-30T19:17:38.620Z,0.82,"13km N of Bradbury, CA"
2022-03-30T19:09:13.280Z,1.72,"5 km E of Butte, Montana"
2022-03-30T19:04:18.699Z,3.00,"119 km WSW of Elfin Cove, Alaska"
2022-03-30T18:55:49.340Z,0.77,"32 km SSE of False Pass, Alaska"
2022-03-30T18:52:21.790Z,1.11,"7km SSW of Mojave, CA"
2022-03-30T18:51:56.117Z,4.80,"67 km WNW of Haveluloto, Tonga"
2022-03-30T18:18:39.510Z,1.04,"7km SSE of Big Bear City, CA"
2022-03-30T18:10:53.327Z,1.60,Nevada
2022-03-30T18:10:05.800Z,-0.05,"15km ESE of Ridgecrest, CA"
2022-03-30T18:06:32.994Z,4.50,"166 km S of Merizo Village, Guam"
2022-03-30T18:01:34.452Z,4.30,"8 km WSW of Leni, Italy"
2022-03-30T18:00:23.180Z,0.36,"10km WNW of The Geysers, CA"
2022-03-30T17:59:25.600Z,1.43,"8 km WSW of Townsend, Montana"
2022-03-30T17:58:04.050Z,0.85,"8km NW of The Geysers, CA"
2022-03-30T17:39:47.850Z,0.44,"20km SW of La Quinta, CA"
2022-03-30T17:26:02.010Z,1.30,"18km N of Borrego Springs, CA"
2022-03-30T17:22:05.520Z,0.85,"32 km S of False Pass, Alaska"
2022-03-30T17:21:59.120Z,2.02,"7 km E of Pāhala, Hawaii"
2022-03-30T17:15:55.527Z,2.00,"29 km SSE of Mina, Nevada"
2022-03-30T17:15:39.670Z,0.55,"14km SE of Anza, CA"
2022-03-30T17:14:55.470Z,0.88,"3km SE of The Geysers, CA"
2022-03-30T17:13:17.850Z,1.79,"5 km SW of Pāhala, Hawaii"
2022-03-30T17:09:24.510Z,2.05,"19 km SW of Princeton, Canada"
2022-03-30T17:08:13.210Z,0.32,"13km SE of Anza, CA"
2022-03-30T17:07:46.040Z,0.89,"7km NW of The Geysers, CA"
2022-03-30T17:03:21.855Z,4.30,south of the Kermadec Islands
2022-03-30T17:01:35.522Z,4.30,Fiji region
2022-03-30T17:01:15.060Z,-0.50,"21 km ESE of Three Rivers, Oregon"
2022-03-30T17:00:28.208Z,1.60,"13 km SSW of Petersville, Alaska"
2022-03-30T16:53:28.070Z,0.26,"4km NW of The Geysers, CA"
2022-03-30T16:32:44.940Z,1.43,"16 km SSE of Sunnyside, Utah"
2022-03-30T16:30:37.280Z,0.98,"72 km ENE of Adak, Alaska"
2022-03-30T16:30:07.124Z,4.40,"55 km ESE of Taltal, Chile"
2022-03-30T16:26:30.580Z,0.42,"7km WNW of The Geysers, CA"
2022-03-30T16:25:10.590Z,-0.10,"82 km W of Adak, Alaska"
2022-03-30T16:00:58.820Z,5.30,"37 km S of Champerico, Guatemala"
2022-03-30T16:00:13.290Z,0.41,"69 km NE of Nikolski, Alaska"
2022-03-30T16:00:04.650Z,0.78,"66 km NE of Nikolski, Alaska"
2022-03-30T15:38:39.749Z,1.10,"52 km N of Petersville, Alaska"
2022-03-30T15:31:17.783Z,1.40,"46 km SSE of Denali National Park, Alaska"
2022-03-30T15:26:28.640Z,-1.10,"78 km NE of Nikolski, Alaska"
2022-03-30T15:25:02.830Z,0.91,"27 km E of Honaunau-Napoopoo, Hawaii"
2022-03-30T15:18:35.570Z,1.10,"13 km WSW of Tyonek, Alaska"
2022-03-30T15:08:17.710Z,2.51,"8 km NNE of Wai‘ōhinu, Hawaii"
2022-03-30T15:04:09.120Z,-0.03,"19 km NNE of Ashford, Washington"
2022-03-30T15:02:09.190Z,-0.40,"68 km NE of Nikolski, Alaska"
2022-03-30T15:00:05.919Z,2.12,"7 km ENE of Union City, Oklahoma"
2022-03-30T14:56:21.259Z,1.40,"58 km WNW of Happy Valley, Alaska"
2022-03-30T14:49:57.130Z,1.83,"8 km NNE of Pāhala, Hawaii"
2022-03-30T14:42:53.266Z,1.80,"61 km WNW of Beatty, Nevada"
2022-03-30T14:34:59.040Z,-0.57,"84 km NNW of Karluk, Alaska"
2022-03-30T14:18:51.993Z,1.90,"39 km SSW of Skwentna, Alaska"
2022-03-30T14:16:56.830Z,2.13,"8 km E of Pāhala, Hawaii"
2022-03-30T14:10:45.840Z,3.08,"42 km NW of Aguadilla, Puerto Rico"
2022-03-30T14:06:48.370Z,0.96,"16km NNE of Ridgecrest, CA"
2022-03-30T14:02:52.154Z,1.70,"37 km NW of Silver Peak, Nevada"
2022-03-30T13:56:44.360Z,0.35,"4km NNW of The Geysers, CA"
2022-03-30T13:52:58.400Z,2.00,"9km NE of Blackhawk, CA"
2022-03-30T13:51:39.830Z,0.69,"13km ESE of Anza, CA"
2022-03-30T13:48:30.350Z,0.77,"21km E of Little Lake, CA"
2022-03-30T13:47:09.510Z,0.45,"4km W of Cobb, CA"
2022-03-30T13:33:04.350Z,0.23,"37 km NNE of Amboy, Washington"
2022-03-30T13:32:36.630Z,2.54,"2 km NNW of Tallaboa, Puerto Rico"
2022-03-30T13:22:35.550Z,0.77,"4km WNW of The Geysers, CA"
2022-03-30T13:07:13.546Z,1.60,"33 km SE of Whittier, Alaska"
2022-03-30T12:45:34.650Z,0.71,"7km WNW of Cobb, CA"
2022-03-30T12:38:18.800Z,0.42,"6km W of Cobb, CA"
2022-03-30T12:37:15.180Z,0.14,"2km NW of The Geysers, CA"
2022-03-30T12:35:37.570Z,-0.24,"15 km NNE of Ashford, Washington"
2022-03-30T12:34:17.230Z,1.91,"7 km ENE of Union City, Oklahoma"
2022-03-30T12:28:35.486Z,4.20,"southwestern Siberia, Russia"
2022-03-30T12:23:10.410Z,0.01,"37 km NNE of Amboy, Washington"
2022-03-30T12:13:50.980Z,1.50,"46 km SSE of Nelchina, Alaska"
2022-03-30T12:06:20.080Z,3.25,"14 km NNE of Carrizales, Puerto Rico"
2022-03-30T12:00:44.531Z,1.60,"38 km N of Valdez, Alaska"
2022-03-30T11:47:19.288Z,1.20,"51 km ESE of Beatty, Nevada"
2022-03-30T11:46:49.600Z,0.77,"5km NW of Lake Henshaw, CA"
2022-03-30T11:45:37.500Z,0.33,"17 km NE of West Yellowstone, Montana"
2022-03-30T11:43:27.780Z,1.01,"7km WNW of The Geysers, CA"
2022-03-30T11:29:42.160Z,0.10,"60 km SE of Pedro Bay, Alaska"
2022-03-30T11:21:45.024Z,0.20,"42 km SE of Beatty, Nevada"
2022-03-30T11:18:26.250Z,1.31,"17km SSE of Tres Pinos, CA"
2022-03-30T11:18:09.570Z,0.44,"7km NW of The Geysers, CA"
2022-03-30T11:08:05.895Z,3.10,"Rat Islands, Aleutian Islands, Alaska"
2022-03-30T11:03:37.860Z,2.46,"10 km S of Guánica, Puerto Rico"
2022-03-30T11:01:18.280Z,2.16,"7 km ENE of Pāhala, Hawaii"
2022-03-30T11:00:52.839Z,4.50,"35 km NE of Lae, Papua New Guinea"
2022-03-30T10:53:20.580Z,1.16,"51 km SW of Adak, Alaska"
2022-03-30T10:52:09.359Z,1.20,"25 km SW of Ester, Alaska"
2022-03-30T10:51:58.390Z,0.20,"53 km ENE of Beatty, Nevada"
2022-03-30T10:49:11.680Z,0.89,"12km SSW of Searles Valley, CA"
2022-03-30T10:48:29.050Z,1.43,"3 km S of Bluffdale, Utah"
2022-03-30T10:43:12.480Z,0.57,"14km SW of Searles Valley, CA"
2022-03-30T10:36:23.716Z,4.40,"Rat Islands, Aleutian Islands, Alaska"
2022-03-30T10:24:23.750Z,1.17,"10km WNW of Big Bear Lake, CA"
2022-03-30T10:23:52.274Z,1.60,"62 km NNE of Aleneva, Alaska"
2022-03-30T10:14:41.835Z,4.30,"156 km NE of Thang, India"
2022-03-30T10:12:17.559Z,1.12,"17 km SE of Waynoka, Oklahoma"
2022-03-30T10:03:29.976Z,1.20,"76 km WNW of Paxson, Alaska"
2022-03-30T09:55:32.610Z,0.55,"14km SSE of Anza, CA"
2022-03-30T09:54:00.750Z,0.68,"8km W of Corona, CA"
2022-03-30T09:44:49.929Z,2.60,"87 km WSW of Akhiok, Alaska"
2022-03-30T09:37:20.450Z,2.80,"57 km S of Whites City, New Mexico"
2022-03-30T09:29:06.112Z,2.70,"72 km WNW of Atka, Alaska"
2022-03-30T09:23:01.390Z,1.99,"9 km NE of Pāhala, Hawaii"
2022-03-30T09:21:16.440Z,2.44,"5 km SSE of Maria Antonia, Puerto Rico"
2022-03-30T09:19:24.598Z,1.10,"61 km SW of Cantwell, Alaska"
2022-03-30T09:15:13.260Z,0.84,"7km W of Cobb, CA"
2022-03-30T09:10:41.640Z,1.22,"6 km ENE of Union City, Oklahoma"
2022-03-30T09:09:58.419Z,-0.10,"57 km E of Beatty, Nevada"
2022-03-30T09:05:38.855Z,4.60,Kermadec Islands region
2022-03-30T09:02:36.453Z,1.30,"6 km SSW of Talkeetna, Alaska"
2022-03-30T08:56:16.550Z,1.70,"54 km WSW of Tatitlek, Alaska"
2022-03-30T08:56:14.838Z,2.20,western Texas
2022-03-30T08:53:46.220Z,-0.33,"17 km ENE of West Yellowstone, Montana"
2022-03-30T08:53:32.030Z,0.59,"17 km NE of West Yellowstone, Montana"
2022-03-30T08:51:30.210Z,-1.20,"59 km ENE of Pedro Bay, Alaska"
2022-03-30T08:47:19.250Z,3.10,"56 km S of Whites City, New Mexico"
2022-03-30T08:47:06.190Z,2.43,"4 km WSW of Fuig, Puerto Rico"
2022-03-30T08:43:22.342Z,1.10,"51 km NE of Whittier, Alaska"
2022-03-30T08:40:06.030Z,0.97,"110 km W of Adak, Alaska"
2022-03-30T08:39:10.500Z,2.18,"1 km ENE of Magas Arriba, Puerto Rico"
2022-03-30T08:30:24.310Z,0.22,"23 km ENE of Ashford, Washington"
2022-03-30T08:10:21.714Z,1.50,"10 km ESE of Susitna North, Alaska"
2022-03-30T08:06:20.733Z,4.80,"136 km NE of Tual, Indonesia"
2022-03-30T07:52:39.097Z,1.00,"38 km NW of Silver Peak, Nevada"
2022-03-30T07:50:39.772Z,1.40,"9 km SW of Anchorage, Alaska"
2022-03-30T07:50:38.440Z,-0.50,"63 km ENE of Pedro Bay, Alaska"
2022-03-30T07:44:39.662Z,5.00,"Sunda Strait, Indonesia"
2022-03-30T07:36:58.330Z,2.21,"6 km SSW of Pāhala, Hawaii"
2022-03-30T07:33:51.470Z,4.20,"280 km S of Alo, Wallis and Futuna"
2022-03-30T07:32:48.510Z,0.85,"4km W of Cobb, CA"
2022-03-30T07:17:46.320Z,2.02,"4 km S of Pāhala, Hawaii"
2022-03-30T07:12:27.689Z,2.70,"219 km SE of Chiniak, Alaska"
2022-03-30T07:09:08.230Z,0.37,"10km NW of The Geysers, CA"
2022-03-30T06:58:52.630Z,0.84,"6km NW of The Geysers, CA"
2022-03-30T06:49:32.036Z,-0.10,"35 km NW of Indian Springs, Nevada"
2022-03-30T06:44:57.340Z,1.13,"6km NE of Pinnacles, CA"
2022-03-30T06:36:02.246Z,1.30,"39 km NNE of Dyer, Nevada"
2022-03-30T06:35:45.020Z,-0.31,"86 km NNW of Karluk, Alaska"
2022-03-30T06:34:19.800Z,-0.18,"6 km N of Condon, Montana"
2022-03-30T06:25:41.490Z,-0.48,"2 km WSW of Somers, Montana"
2022-03-30T06:23:42.930Z,3.40,"4 km SW of Pāhala, Hawaii"
2022-03-30T06:19:59.250Z,2.04,"16 km SW of Dalton, Georgia"
2022-03-30T06:18:16.280Z,2.01,"8 km ENE of Pāhala, Hawaii"
2022-03-30T06:15:56.560Z,1.79,"8 km E of Pāhala, Hawaii"
2022-03-30T06:13:29.390Z,-0.16,"38 km NNE of Amboy, Washington"
2022-03-30T06:12:47.200Z,0.53,"38 km S of Silver Gate, Montana"
2022-03-30T06:09:56.757Z,-0.30,"56 km ENE of Beatty, Nevada"
2022-03-30T06:02:28.112Z,5.10,South Sandwich Islands region
2022-03-30T05:50:30.220Z,2.34,"8 km E of Pāhala, Hawaii"
2022-03-30T05:46:17.589Z,1.60,"37 km NW of Silver Peak, Nevada"
2022-03-30T05:43:50.750Z,-0.49,"83 km NNW of Karluk, Alaska"
2022-03-30T05:42:59.860Z,0.85,"8km NW of The Geysers, CA"
2022-03-30T05:41:51.750Z,1.41,"5km ESE of Llano, CA"
2022-03-30T05:39:55.250Z,0.86,"5km ESE of Llano, CA"
2022-03-30T05:35:29.248Z,1.40,"4 km S of Walker, California"
2022-03-30T05:31:38.650Z,0.21,"19 km ENE of West Yellowstone, Montana"
2022-03-30T05:28:27.378Z,0.40,"35 km NW of Silver Peak, Nevada"
2022-03-30T05:25:49.045Z,2.60,"64 km NNE of Van Horn, Texas"
2022-03-30T05:25:23.263Z,2.00,"14 km SSW of Laurentides, Canada"
2022-03-30T05:25:18.056Z,1.10,"29 km SSE of Mina, Nevada"
2022-03-30T05:21:54.152Z,1.80,"47 km NNE of Chase, Alaska"
2022-03-30T05:21:36.347Z,2.20,"36 km SE of Mina, Nevada"
2022-03-30T05:21:07.730Z,1.93,"7 km E of Pāhala, Hawaii"
2022-03-30T05:20:50.410Z,0.21,"3km NNW of The Geysers, CA"
2022-03-30T05:20:02.360Z,1.55,"17 km SSE of Sunnyside, Utah"
2022-03-30T05:14:15.314Z,1.40,"51 km SSE of Denali National Park, Alaska"
2022-03-30T05:11:53.357Z,0.90,"28 km SSE of Mina, Nevada"
2022-03-30T05:09:39.133Z,1.40,"4 km SW of Happy Valley, Alaska"
2022-03-30T05:08:53.460Z,2.43,"8 km E of Pāhala, Hawaii"
2022-03-30T05:07:31.400Z,3.71,"8 km E of Pāhala, Hawaii"
2022-03-30T05:07:21.650Z,1.57,"7 km E of Pāhala, Hawaii"
2022-03-30T05:03:32.100Z,1.83,"6 km WSW of Guánica, Puerto Rico"
2022-03-30T04:55:19.590Z,2.49,"10 km NNW of Kukuihaele, Hawaii"
2022-03-30T04:53:04.170Z,1.03,"17 km SSE of Carbonado, Washington"
2022-03-30T04:48:26.420Z,-0.76,"81 km NNW of Karluk, Alaska"
2022-03-30T04:44:49.770Z,-0.81,"80 km NNW of Karluk, Alaska"
2022-03-30T04:42:52.431Z,4.30,"229 km NE of Laikit, Laikit II (Dimembe), Indonesia"
2022-03-30T04:40:27.290Z,1.98,"13km S of Olancha, CA"
2022-03-30T04:36:27.308Z,4.60,"238 km NW of Tobelo, Indonesia"
2022-03-30T04:35:58.657Z,1.90,"53 km E of Fort Bidwell, California"
2022-03-30T04:27:30.600Z,0.86,"7km WNW of Cobb, CA"
2022-03-30T04:15:03.200Z,1.84,"1 km E of Pāhala, Hawaii"
2022-03-30T04:12:04.770Z,0.50,"5km NW of The Geysers, CA"
2022-03-30T04:08:03.737Z,0.90,"53 km ENE of Beatty, Nevada"
2022-03-30T04:06:41.910Z,1.83,"4 km S of Pāhala, Hawaii"
2022-03-30T04:03:26.082Z,0.90,"35 km NNE of Whittier, Alaska"
2022-03-30T04:01:01.037Z,0.40,"53 km ENE of Beatty, Nevada"
2022-03-30T03:57:03.352Z,2.20,"72 km SE of Kokhanok, Alaska"
2022-03-30T03:52:32.863Z,4.50,"63 km WSW of Zhaotong, China"
2022-03-30T03:36:02.140Z,-0.20,"53 km ENE of Beatty, Nevada"
2022-03-30T03:29:32.906Z,4.30,"135 km SSW of Tomohon, Indonesia"
2022-03-30T03:21:42.604Z,4.50,"143 km SSW of Tomohon, Indonesia"
2022-03-30T03:16:10.860Z,0.22,"8km NW of The Geysers, CA"
2022-03-30T03:15:35.180Z,2.02,"6 km WSW of Fuig, Puerto Rico"
2022-03-30T03:15:22.100Z,1.75,"23 km W of Volcano, Hawaii"
2022-03-30T03:11:20.080Z,2.07,"6 km WSW of Fuig, Puerto Rico"
2022-03-30T03:08:13.220Z,1.33,"16km W of Searles Valley, CA"
2022-03-30T03:07:08.460Z,4.70,South Sandwich Islands region
2022-03-30T03:05:13.852Z,4.30,"58 km W of San José de Jáchal, Argentina"
2022-03-30T03:00:18.030Z,2.21,"6 km WSW of Guánica, Puerto Rico"
2022-03-30T02:59:11.000Z,2.05,"13 km SSW of Honoka‘a, Hawaii"
2022-03-30T02:57:18.101Z,4.60,"5 km NW of Karakenja, Tajikistan"
2022-03-30T02:57:09.650Z,1.70,"6km W of Cobb, CA"
2022-03-30T02:56:42.981Z,1.30,"19 km SE of Susitna North, Alaska"
2022-03-30T02:54:50.450Z,0.95,"3km NNW of The Geysers, CA"
2022-03-30T02:45:53.063Z,3.10,"55 km S of Whites City, New Mexico"
2022-03-30T02:45:41.532Z,1.10,"29 km NNE of Paxson, Alaska"
2022-03-30T02:45:29.950Z,-0.61,"63 km ENE of Pedro Bay, Alaska"
2022-03-30T02:33:20.570Z,1.42,"14 km S of Centennial Park, Arizona"
2022-03-30T02:28:03.790Z,0.67,"4km W of Cobb, CA"
2022-03-30T02:18:08.450Z,0.03,"3km ENE of The Geysers, CA"
2022-03-30T02:08:10.800Z,1.50,"3 km NE of Big Delta, Alaska"
2022-03-30T02:04:49.481Z,2.80,"56 km S of Whites City, New Mexico"
2022-03-30T01:58:37.117Z,1.50,"20 km W of Point MacKenzie, Alaska"
2022-03-30T01:44:38.850Z,1.49,"23km NW of Parkfield, CA"
2022-03-30T01:30:38.290Z,3.06,"23 km NNE of Arecibo, Puerto Rico"
2022-03-30T01:26:39.610Z,1.43,"Andreanof Islands, Aleutian Islands, Alaska"
2022-03-30T01:18:08.400Z,1.05,"10km WNW of The Geysers, CA"
2022-03-30T01:17:40.932Z,1.40,"62 km NNE of Chickaloon, Alaska"
2022-03-30T01:10:28.000Z,2.46,"3 km S of Indios, Puerto Rico"
2022-03-30T01:08:40.910Z,1.84,"5 km E of Pāhala, Hawaii"
2022-03-30T01:04:21.480Z,0.64,"10km WNW of The Geysers, CA"
2022-03-30T01:02:14.198Z,3.50,"55 km S of Whites City, New Mexico"
2022-03-30T01:01:42.978Z,2.50,"55 km S of Whites City, New Mexico"
2022-03-30T00:59:46.090Z,1.13,"6km NW of The Geysers, CA"
2022-03-30T00:57:19.710Z,-0.03,"100 km S of Kokhanok, Alaska"
2022-03-30T00:42:50.765Z,2.90,"28 km SSE of Mina, Nevada"
2022-03-30T00:39:07.819Z,4.10,"9 km NE of Kamárai, Greece"
2022-03-30T00:25:53.400Z,0.90,"8km NW of The Geysers, CA"
2022-03-30T00:24:30.603Z,1.40,"4 km SSE of Talkeetna, Alaska"
2022-03-30T00:24:25.700Z,1.08,"12km WSW of Searles Valley, CA"
2022-03-30T00:13:13.686Z,2.20,"18 km ENE of Mina, Nevada"
2022-03-30T00:13:10.770Z,1.20,"53 km NE of Nikolski, Alaska"
2022-03-30T00:05:21.010Z,3.09,Puerto Rico region
2022-03-30T00:03:43.948Z,2.60,"53 km ENE of Pedro Bay, Alaska"
2022-03-29T23:58:05.430Z,-0.59,"63 km ENE of Pedro Bay, Alaska"
2022-03-29T23:56:50.330Z,1.74,"5 km N of Yauco, Puerto Rico"
2022-03-29T23:52:12.209Z,4.90,"152 km NE of Neiafu, Tonga"
2022-03-29T23:50:42.510Z,1.73,"26 km E of Honaunau-Napoopoo, Hawaii"
2022-03-29T23:48:57.735Z,-0.10,"54 km ENE of Beatty, Nevada"
2022-03-29T23:42:28.620Z,2.70,"62 km SSW of Whites City, New Mexico"
2022-03-29T23:33:39.060Z,2.07,"2 km S of Pāhala, Hawaii"
2022-03-29T23:33:29.334Z,2.10,"68 km SE of Akutan, Alaska"
2022-03-29T23:29:32.122Z,0.20,"53 km ENE of Beatty, Nevada"
2022-03-29T23:29:08.210Z,0.85,"8km NW of The Geysers, CA"
2022-03-29T23:21:47.145Z,0.00,"54 km ENE of Beatty, Nevada"
2022-03-29T23:18:54.350Z,0.79,"2km SW of Cobb, CA"
2022-03-29T23:17:57.810Z,0.77,"8km NW of The Geysers, CA"
